"","GEM ID","Kingdom","Genus","Species.strain","Citation","Source","Filepath","Match criteria","Species of interest","pH sensitive","Temperature sensitive","Functional in COMETS?","db_name","cultivatedCrops","deciduousForest","dwarfScrub","emergentHerbaceousWetlands","evergreenForest","grasslandHerbaceous","mixedForest","pastureHay","sedgeHerbaceous","shrubScrub","woodyWetlands"
"1991",NA,NA,NA,NA,NA,NA,NA,"No curated GEM at species or genus level","Croceibacterium soli","No","Yes","No","gtdb_207_filtered",1,1,1,1,1,1,1,1,1,1,1
"1992",NA,NA,NA,NA,NA,NA,NA,"No curated GEM at species or genus level","SAR202 cluster bacterium bin87","No","Yes","No","gtdb_207_filtered",1,1,1,1,1,1,1,1,1,1,1
"1993",NA,NA,NA,NA,NA,NA,NA,"No curated GEM at species or genus level","Undibacterium sp. YM2","No","Yes","No","gtdb_207_filtered",1,1,1,1,1,1,1,1,1,1,1
"1994",NA,NA,NA,NA,NA,NA,NA,"No curated GEM at species or genus level","Methylotenera sp. G11","No","Yes","No","gtdb_207_filtered",1,1,1,1,1,1,1,1,1,1,1
"1995",NA,NA,NA,NA,NA,NA,NA,"No curated GEM at species or genus level","Pollutimonas harenae","No","Yes","No","gtdb_207_filtered",1,1,1,1,1,1,1,1,1,1,1
"1996",NA,NA,NA,NA,NA,NA,NA,"No curated GEM at species or genus level","Daejeonella sp.","No","Yes","No","gtdb_207_filtered",1,1,1,1,1,1,1,1,1,1,1
"1997",NA,NA,NA,NA,NA,NA,NA,"No curated GEM at species or genus level","Pedobacter agri","No","Yes","No","gtdb_207_filtered",1,1,1,1,1,1,1,1,1,1,1
"1998","salb","Bacteria","Streptomyces","albidoflavus (albus J1074)","Sulheim et al. 2020","SysBio Chalmers Github","/projectnb/talbot-lab-data/metabolic_models/curated_models/salb/","Genus","Streptomyces ruber","No","Yes","No","gtdb_207_filtered",1,1,1,1,1,1,1,1,1,1,1
"1999","sco","Bacteria","Streptomyces","coelicolor A3(2)",NA,"SysBio Chalmers Github","/projectnb/talbot-lab-data/metabolic_models/curated_models/sco/","Genus","Streptomyces ruber","No","Yes","No","gtdb_207_filtered",1,1,1,1,1,1,1,1,1,1,1
"2000",NA,NA,NA,NA,NA,NA,NA,"No curated GEM at species or genus level","Catenuloplanes japonicus","No","Yes","No","gtdb_207_filtered",1,1,1,1,1,1,1,1,1,1,1
"2001",NA,NA,NA,NA,NA,NA,NA,"No curated GEM at species or genus level","Duganella rivi","No","Yes","No","gtdb_207_filtered",1,1,1,1,1,1,1,1,1,1,1
"2002",NA,NA,NA,NA,NA,NA,NA,"No curated GEM at species or genus level","Oceanicella sp. SM1341","No","Yes","No","gtdb_207_filtered",1,1,1,1,1,1,1,1,1,1,1
"2003",NA,NA,NA,NA,NA,NA,NA,"No curated GEM at species or genus level","Asticcacaulis sp. AC460","No","Yes","No","gtdb_207_filtered",1,1,1,1,1,1,1,1,1,1,1
"2004",NA,NA,NA,NA,NA,NA,NA,"No curated GEM at species or genus level","Pedobacter segetis","No","Yes","No","gtdb_207_filtered",1,1,1,1,1,1,1,1,1,1,1
"2005",NA,NA,NA,NA,NA,NA,NA,"No curated GEM at species or genus level","Gordonia sedimidis","No","Yes","No","gtdb_207_filtered",1,1,1,1,1,1,1,1,1,1,1
"2006",NA,NA,NA,NA,NA,NA,NA,"No curated GEM at species or genus level","Cellulomonas taurus","No","Yes","No","gtdb_207_filtered",1,1,1,1,1,1,1,1,1,1,1
"2007",NA,NA,NA,NA,NA,NA,NA,"No curated GEM at species or genus level","Corallococcus sp. NCSPR001","No","Yes","No","gtdb_207_filtered",1,1,1,1,1,1,1,1,1,1,1
"2008",NA,NA,NA,NA,NA,NA,NA,"No curated GEM at species or genus level","Kitasatospora mediocidica","No","Yes","No","gtdb_207_filtered",1,1,1,1,1,1,1,1,1,1,1
"2009",NA,NA,NA,NA,NA,NA,NA,"No curated GEM at species or genus level","Ancylobacter dichloromethanicus","No","Yes","No","gtdb_207_filtered",1,1,1,1,1,1,1,1,1,1,1
"2010",NA,NA,NA,NA,NA,NA,NA,"No curated GEM at species or genus level","Prauserella isguenensis","No","Yes","No","gtdb_207_filtered",1,1,1,1,1,1,1,1,1,1,1
"2011",NA,NA,NA,NA,NA,NA,NA,"No curated GEM at species or genus level","Kineococcus aurantiacus","No","Yes","No","gtdb_207_filtered",1,1,1,1,1,1,1,1,1,1,1
"2012",NA,NA,NA,NA,NA,NA,NA,"No curated GEM at species or genus level","Chitinophaga pinensis","No","Yes","No","gtdb_207_filtered",1,1,1,1,1,1,1,1,1,1,1
"2013",NA,NA,NA,NA,NA,NA,NA,"No curated GEM at species or genus level","Nocardioides alpinus","No","Yes","No","gtdb_207_filtered",1,1,1,1,1,1,1,1,1,1,1
"2014",NA,NA,NA,NA,NA,NA,NA,"No curated GEM at species or genus level","Ectothiorhodospira magna","No","Yes","No","gtdb_207_filtered",1,1,1,1,1,1,1,1,1,1,1
"2015",NA,NA,NA,NA,NA,NA,NA,"No curated GEM at species or genus level","Brachybacterium alimentarium","No","Yes","No","gtdb_207_filtered",1,1,1,1,1,1,1,1,1,1,1
"2016",NA,NA,NA,NA,NA,NA,NA,"No curated GEM at species or genus level","Pedobacter sp. SYSU D00823","No","Yes","No","gtdb_207_filtered",1,1,1,1,1,1,1,1,1,1,1
"2017",NA,NA,NA,NA,NA,NA,NA,"No curated GEM at species or genus level","Cellvibrio sp. KY-YJ-3","No","Yes","No","gtdb_207_filtered",1,1,1,1,1,1,1,1,1,1,1
"2018",NA,NA,NA,NA,NA,NA,NA,"No curated GEM at species or genus level","Actinomyces qiguomingii","No","Yes","No","gtdb_207_filtered",1,1,1,1,1,1,1,1,1,1,1
"2019",NA,NA,NA,NA,NA,NA,NA,"No curated GEM at species or genus level","Halorussus salinus","No","Yes","No","gtdb_207_filtered",1,1,1,1,1,1,1,1,1,1,1
"2020",NA,NA,NA,NA,NA,NA,NA,"No curated GEM at species or genus level","Gordonia sputi","No","Yes","No","gtdb_207_filtered",1,1,1,1,1,1,1,1,1,1,1
"2021",NA,NA,NA,NA,NA,NA,NA,"No curated GEM at species or genus level","Microbacterium sp. Root166","No","Yes","No","gtdb_207_filtered",1,1,1,1,1,1,1,1,1,1,1
"2022",NA,NA,NA,NA,NA,NA,NA,"No curated GEM at species or genus level","Mesorhizobium sp.","No","Yes","No","gtdb_207_filtered",1,1,1,1,1,1,1,1,1,1,1
"2023",NA,NA,NA,NA,NA,NA,NA,"No curated GEM at species or genus level","Nocardioides litoris","No","Yes","No","gtdb_207_filtered",1,1,1,1,1,1,1,1,1,1,1
"2024",NA,NA,NA,NA,NA,NA,NA,"No curated GEM at species or genus level","Thermaerobacter subterraneus","No","Yes","No","gtdb_207_filtered",1,1,1,1,1,1,1,1,1,1,1
"2025",NA,NA,NA,NA,NA,NA,NA,"No curated GEM at species or genus level","Nocardioides psychrotolerans","No","Yes","No","gtdb_207_filtered",1,1,1,1,1,1,1,1,1,1,1
"2026","salb","Bacteria","Streptomyces","albidoflavus (albus J1074)","Sulheim et al. 2020","SysBio Chalmers Github","/projectnb/talbot-lab-data/metabolic_models/curated_models/salb/","Genus","Streptomyces kanamyceticus","No","Yes","No","gtdb_207_filtered",1,1,1,1,1,1,1,1,1,1,1
"2027","sco","Bacteria","Streptomyces","coelicolor A3(2)",NA,"SysBio Chalmers Github","/projectnb/talbot-lab-data/metabolic_models/curated_models/sco/","Genus","Streptomyces kanamyceticus","No","Yes","No","gtdb_207_filtered",1,1,1,1,1,1,1,1,1,1,1
"2028",NA,NA,NA,NA,NA,NA,NA,"No curated GEM at species or genus level","Mesorhizobium neociceri","No","Yes","No","gtdb_207_filtered",1,1,1,1,1,1,1,1,1,1,1
"2029",NA,NA,NA,NA,NA,NA,NA,"No curated GEM at species or genus level","Aeromicrobium camelliae","No","Yes","No","gtdb_207_filtered",1,1,1,1,1,1,1,1,1,1,1
"2030",NA,NA,NA,NA,NA,NA,NA,"No curated GEM at species or genus level","Sphingomonas jejuensis","No","Yes","No","gtdb_207_filtered",1,1,1,1,1,1,1,1,1,1,1
"2031",NA,NA,NA,NA,NA,NA,NA,"No curated GEM at species or genus level","Dyella kyungheensis","No","Yes","No","gtdb_207_filtered",1,1,1,1,1,1,1,1,1,1,1
"2032",NA,NA,NA,NA,NA,NA,NA,"No curated GEM at species or genus level","Candidatus Leucobacter sulfamidivorax","No","Yes","No","gtdb_207_filtered",1,1,1,1,1,1,1,1,1,1,1
"2033",NA,NA,NA,NA,NA,NA,NA,"No curated GEM at species or genus level","Pedobacter frigiditerrae","No","Yes","No","gtdb_207_filtered",1,1,1,1,1,1,1,1,1,1,1
"2034",NA,NA,NA,NA,NA,NA,NA,"No curated GEM at species or genus level","Phyllobacterium myrsinacearum","No","Yes","No","gtdb_207_filtered",1,1,1,1,1,1,1,1,1,1,1
"2035",NA,NA,NA,NA,NA,NA,NA,"No curated GEM at species or genus level","Rhodoferax sp. PAMC 29310","No","Yes","No","gtdb_207_filtered",1,1,1,1,1,1,1,1,1,1,1
"2036",NA,"Bacteria","Halomonas","stevensii S18214","Xu et al. 2019",NA,"/projectnb2/talbot-lab-data/metabolic_models/curated_models/raphy/","Genus","Halomonas sp. LBP4","No","Yes","No","gtdb_207_filtered",1,1,1,1,1,1,1,1,1,1,1
"2037",NA,NA,NA,NA,NA,NA,NA,"No curated GEM at species or genus level","Planotetraspora thailandica","No","Yes","No","gtdb_207_filtered",1,1,1,1,1,1,1,1,1,1,1
"2038",NA,NA,NA,NA,NA,NA,NA,"No curated GEM at species or genus level","Rathayibacter sp. VKM Ac-2760","No","Yes","No","gtdb_207_filtered",1,1,1,1,1,1,1,1,1,1,1
"2039",NA,NA,NA,NA,NA,NA,NA,"No curated GEM at species or genus level","Paracoccus pantotrophus","No","Yes","No","gtdb_207_filtered",1,1,1,1,1,1,1,1,1,1,1
"2040","salb","Bacteria","Streptomyces","albidoflavus (albus J1074)","Sulheim et al. 2020","SysBio Chalmers Github","/projectnb/talbot-lab-data/metabolic_models/curated_models/salb/","Genus","Streptomyces alanosinicus","No","Yes","No","gtdb_207_filtered",1,1,1,1,1,1,1,1,1,1,1
"2041","sco","Bacteria","Streptomyces","coelicolor A3(2)",NA,"SysBio Chalmers Github","/projectnb/talbot-lab-data/metabolic_models/curated_models/sco/","Genus","Streptomyces alanosinicus","No","Yes","No","gtdb_207_filtered",1,1,1,1,1,1,1,1,1,1,1
"2042",NA,NA,NA,NA,NA,NA,NA,"No curated GEM at species or genus level","Propioniferax innocua","No","Yes","No","gtdb_207_filtered",1,1,1,1,1,1,1,1,1,1,1
"2043",NA,NA,NA,NA,NA,NA,NA,"No curated GEM at species or genus level","Micromonospora coriariae","No","Yes","No","gtdb_207_filtered",1,1,1,1,1,1,1,1,1,1,1
"2044",NA,NA,NA,NA,NA,NA,NA,"No curated GEM at species or genus level","SAR202 cluster bacterium bin22","No","Yes","No","gtdb_207_filtered",1,1,1,1,1,1,1,1,1,1,1
"2045",NA,NA,NA,NA,NA,NA,NA,"No curated GEM at species or genus level","Nonomuraea soli","No","Yes","No","gtdb_207_filtered",1,1,1,1,1,1,1,1,1,1,1
"2046",NA,NA,NA,NA,NA,NA,NA,"No curated GEM at species or genus level","Nocardia xishanensis","No","Yes","No","gtdb_207_filtered",1,1,1,1,1,1,1,1,1,1,1
"2047",NA,NA,NA,NA,NA,NA,NA,"No curated GEM at species or genus level","Brevibacterium jeotgali","No","Yes","No","gtdb_207_filtered",1,1,1,1,1,1,1,1,1,1,1
"2048",NA,NA,NA,NA,NA,NA,NA,"No curated GEM at species or genus level","Salinispora pacifica","No","Yes","No","gtdb_207_filtered",1,1,1,1,1,1,1,1,1,1,1
"2049","salb","Bacteria","Streptomyces","albidoflavus (albus J1074)","Sulheim et al. 2020","SysBio Chalmers Github","/projectnb/talbot-lab-data/metabolic_models/curated_models/salb/","Genus","Streptomyces subrutilus","No","Yes","No","gtdb_207_filtered",1,1,1,1,1,1,1,1,1,1,1
"2050","sco","Bacteria","Streptomyces","coelicolor A3(2)",NA,"SysBio Chalmers Github","/projectnb/talbot-lab-data/metabolic_models/curated_models/sco/","Genus","Streptomyces subrutilus","No","Yes","No","gtdb_207_filtered",1,1,1,1,1,1,1,1,1,1,1
"2051",NA,NA,NA,NA,NA,NA,NA,"No curated GEM at species or genus level","Mycolicibacterium sp. 018/SC-01/001","No","Yes","No","gtdb_207_filtered",1,1,1,1,1,1,1,1,1,1,1
"2052","salb","Bacteria","Streptomyces","albidoflavus (albus J1074)","Sulheim et al. 2020","SysBio Chalmers Github","/projectnb/talbot-lab-data/metabolic_models/curated_models/salb/","Genus","Streptomyces abyssalis","No","Yes","No","gtdb_207_filtered",1,1,1,1,1,1,1,1,1,1,1
"2053","sco","Bacteria","Streptomyces","coelicolor A3(2)",NA,"SysBio Chalmers Github","/projectnb/talbot-lab-data/metabolic_models/curated_models/sco/","Genus","Streptomyces abyssalis","No","Yes","No","gtdb_207_filtered",1,1,1,1,1,1,1,1,1,1,1
"2054",NA,NA,NA,NA,NA,NA,NA,"No curated GEM at species or genus level","Mycolicibacterium fallax","No","Yes","No","gtdb_207_filtered",1,1,1,1,1,1,1,1,1,1,1
"2055",NA,NA,NA,NA,NA,NA,NA,"No curated GEM at species or genus level","Micrococcus lylae","No","Yes","No","gtdb_207_filtered",1,1,1,1,1,1,1,1,1,1,1
"2056",NA,NA,NA,NA,NA,NA,NA,"No curated GEM at species or genus level","Sphingomonas ginsenosidimutans","No","Yes","No","gtdb_207_filtered",1,1,1,1,1,1,1,1,1,1,1
"2057",NA,NA,NA,NA,NA,NA,NA,"No curated GEM at species or genus level","Nocardiopsis eucommiae","No","Yes","No","gtdb_207_filtered",1,1,1,1,1,1,1,1,1,1,1
"2058",NA,NA,NA,NA,NA,NA,NA,"No curated GEM at species or genus level","Oerskovia jenensis","No","Yes","No","gtdb_207_filtered",1,1,1,1,1,1,1,1,1,1,1
"2059","salb","Bacteria","Streptomyces","albidoflavus (albus J1074)","Sulheim et al. 2020","SysBio Chalmers Github","/projectnb/talbot-lab-data/metabolic_models/curated_models/salb/","Genus","Streptomyces sp. CC0208","No","Yes","No","gtdb_207_filtered",1,1,1,1,1,1,1,1,1,1,1
"2060","sco","Bacteria","Streptomyces","coelicolor A3(2)",NA,"SysBio Chalmers Github","/projectnb/talbot-lab-data/metabolic_models/curated_models/sco/","Genus","Streptomyces sp. CC0208","No","Yes","No","gtdb_207_filtered",1,1,1,1,1,1,1,1,1,1,1
"2061",NA,NA,NA,NA,NA,NA,NA,"No curated GEM at species or genus level","Halostella litorea","No","Yes","No","gtdb_207_filtered",1,1,1,1,1,1,1,1,1,1,1
"2062",NA,NA,NA,NA,NA,NA,NA,"No curated GEM at species or genus level","Mucilaginibacter boryungensis","No","Yes","No","gtdb_207_filtered",1,1,1,1,1,1,1,1,1,1,1
"2063",NA,NA,NA,NA,NA,NA,NA,"No curated GEM at species or genus level","Actinoplanes durhamensis","No","Yes","No","gtdb_207_filtered",1,1,1,1,1,1,1,1,1,1,1
"2064",NA,NA,NA,NA,NA,NA,NA,"No curated GEM at species or genus level","Micromonospora chaiyaphumensis","No","Yes","No","gtdb_207_filtered",1,1,1,1,1,1,1,1,1,1,1
"2065",NA,NA,NA,NA,NA,NA,NA,"No curated GEM at species or genus level","Actinomyces howellii","No","Yes","No","gtdb_207_filtered",1,1,1,1,1,1,1,1,1,1,1
"2066",NA,NA,NA,NA,NA,NA,NA,"No curated GEM at species or genus level","Micromonospora sp. M71_S20","No","Yes","No","gtdb_207_filtered",1,1,1,1,1,1,1,1,1,1,1
"2067",NA,NA,NA,NA,NA,NA,NA,"No curated GEM at species or genus level","Amycolatopsis cihanbeyliensis","No","Yes","No","gtdb_207_filtered",1,1,1,1,1,1,1,1,1,1,1
"2068",NA,NA,NA,NA,NA,NA,NA,"No curated GEM at species or genus level","Jezberella montanilacus","No","Yes","No","gtdb_207_filtered",1,1,1,1,1,1,1,1,1,1,1
"2069",NA,"Bacteria","Arthrobacter","aurescens TC1","Xu et al. 2019",NA,"/projectnb2/talbot-lab-data/metabolic_models/curated_models/raphy/","Genus","Arthrobacter sp. PM3","No","Yes","No","gtdb_207_filtered",1,1,1,1,1,1,1,1,1,1,1
"2070",NA,NA,NA,NA,NA,NA,NA,"No curated GEM at species or genus level","Chitinophaga dinghuensis","No","Yes","No","gtdb_207_filtered",1,1,1,1,1,1,1,1,1,1,1
"2071",NA,NA,NA,NA,NA,NA,NA,"No curated GEM at species or genus level","Nitrosomonadales bacterium","No","Yes","No","gtdb_207_filtered",1,1,1,1,1,1,1,1,1,1,1
"2072",NA,NA,NA,NA,NA,NA,NA,"No curated GEM at species or genus level","Leucobacter sp. OLIS6","No","Yes","No","gtdb_207_filtered",1,1,1,1,1,1,1,1,1,1,1
"2073",NA,NA,NA,NA,NA,NA,NA,"No curated GEM at species or genus level","Candidatus Phosphoribacter baldrii","No","Yes","No","gtdb_207_filtered",1,1,1,1,1,1,1,1,1,1,1
"2074",NA,NA,NA,NA,NA,NA,NA,"No curated GEM at species or genus level","Streptosporangium roseum","No","Yes","No","gtdb_207_filtered",1,1,1,1,1,1,1,1,1,1,1
"2075",NA,NA,NA,NA,NA,NA,NA,"No curated GEM at species or genus level","Acetobacter conturbans","No","Yes","No","gtdb_207_filtered",1,1,1,1,1,1,1,1,1,1,1
"2076",NA,NA,NA,NA,NA,NA,NA,"No curated GEM at species or genus level","Actinokineospora pegani","No","Yes","No","gtdb_207_filtered",1,1,1,1,1,1,1,1,1,1,1
"2077","salb","Bacteria","Streptomyces","albidoflavus (albus J1074)","Sulheim et al. 2020","SysBio Chalmers Github","/projectnb/talbot-lab-data/metabolic_models/curated_models/salb/","Genus","Streptomyces gilvosporeus","No","Yes","No","gtdb_207_filtered",1,1,1,1,1,1,1,1,1,1,1
"2078","sco","Bacteria","Streptomyces","coelicolor A3(2)",NA,"SysBio Chalmers Github","/projectnb/talbot-lab-data/metabolic_models/curated_models/sco/","Genus","Streptomyces gilvosporeus","No","Yes","No","gtdb_207_filtered",1,1,1,1,1,1,1,1,1,1,1
"2079",NA,NA,NA,NA,NA,NA,NA,"No curated GEM at species or genus level","Chitinophaga flava","No","Yes","No","gtdb_207_filtered",1,1,1,1,1,1,1,1,1,1,1
"2080",NA,NA,NA,NA,NA,NA,NA,"No curated GEM at species or genus level","Acetobacter sicerae","No","Yes","No","gtdb_207_filtered",1,1,1,1,1,1,1,1,1,1,1
"2081",NA,NA,NA,NA,NA,NA,NA,"No curated GEM at species or genus level","Methanospirillum sp.","No","Yes","No","gtdb_207_filtered",1,1,1,1,1,1,1,1,1,1,1
"2082","iMT1174","Bacteria","Rhodococcus","jostii RHA1","Tajparast 2015","https://static-content.springer.com/esm/art%3A10.1186%2Fs12918-015-0190-y/MediaObjects/12918_2015_190_MOESM3_ESM.xlsx",NA,"Genus","Rhodococcus corynebacterioides","No","Yes","No","gtdb_207_filtered",1,1,1,1,1,1,1,1,1,1,1
"2083","salb","Bacteria","Streptomyces","albidoflavus (albus J1074)","Sulheim et al. 2020","SysBio Chalmers Github","/projectnb/talbot-lab-data/metabolic_models/curated_models/salb/","Genus","Streptomyces europaeiscabiei","No","Yes","No","gtdb_207_filtered",1,1,1,1,1,1,1,1,1,1,1
"2084","sco","Bacteria","Streptomyces","coelicolor A3(2)",NA,"SysBio Chalmers Github","/projectnb/talbot-lab-data/metabolic_models/curated_models/sco/","Genus","Streptomyces europaeiscabiei","No","Yes","No","gtdb_207_filtered",1,1,1,1,1,1,1,1,1,1,1
"2085","salb","Bacteria","Streptomyces","albidoflavus (albus J1074)","Sulheim et al. 2020","SysBio Chalmers Github","/projectnb/talbot-lab-data/metabolic_models/curated_models/salb/","Genus","Streptomyces indicus","No","Yes","No","gtdb_207_filtered",1,1,1,1,1,1,1,1,1,1,1
"2086","sco","Bacteria","Streptomyces","coelicolor A3(2)",NA,"SysBio Chalmers Github","/projectnb/talbot-lab-data/metabolic_models/curated_models/sco/","Genus","Streptomyces indicus","No","Yes","No","gtdb_207_filtered",1,1,1,1,1,1,1,1,1,1,1
"2087",NA,NA,NA,NA,NA,NA,NA,"No curated GEM at species or genus level","Halorubrum sp. CBA1229","No","Yes","No","gtdb_207_filtered",1,1,1,1,1,1,1,1,1,1,1
"2088","salb","Bacteria","Streptomyces","albidoflavus (albus J1074)","Sulheim et al. 2020","SysBio Chalmers Github","/projectnb/talbot-lab-data/metabolic_models/curated_models/salb/","Genus","Streptomyces sp. SID8352","No","Yes","No","gtdb_207_filtered",1,1,1,1,1,1,1,1,1,1,1
"2089","sco","Bacteria","Streptomyces","coelicolor A3(2)",NA,"SysBio Chalmers Github","/projectnb/talbot-lab-data/metabolic_models/curated_models/sco/","Genus","Streptomyces sp. SID8352","No","Yes","No","gtdb_207_filtered",1,1,1,1,1,1,1,1,1,1,1
"2090",NA,NA,NA,NA,NA,NA,NA,"No curated GEM at species or genus level","Mesorhizobium sophorae","No","Yes","No","gtdb_207_filtered",1,1,1,1,1,1,1,1,1,1,1
"2091",NA,NA,NA,NA,NA,NA,NA,"No curated GEM at species or genus level","Microvirga splendida","No","Yes","No","gtdb_207_filtered",1,1,1,1,1,1,1,1,1,1,1
"2092",NA,NA,NA,NA,NA,NA,NA,"No curated GEM at species or genus level","Nocardia wallacei","No","Yes","No","gtdb_207_filtered",1,1,1,1,1,1,1,1,1,1,1
"2093",NA,NA,NA,NA,NA,NA,NA,"No curated GEM at species or genus level","Aeromicrobium terrae","No","Yes","No","gtdb_207_filtered",1,1,1,1,1,1,1,1,1,1,1
"2094",NA,NA,NA,NA,NA,NA,NA,"No curated GEM at species or genus level","uncultured Methylobacillus sp.","No","Yes","No","gtdb_207_filtered",1,1,1,1,1,1,1,1,1,1,1
"2095",NA,NA,NA,NA,NA,NA,NA,"No curated GEM at species or genus level","Agrococcus terreus","No","Yes","No","gtdb_207_filtered",1,1,1,1,1,1,1,1,1,1,1
"2096",NA,NA,NA,NA,NA,NA,NA,"No curated GEM at species or genus level","Roseisalinus antarcticus","No","Yes","No","gtdb_207_filtered",1,1,1,1,1,1,1,1,1,1,1
"2097",NA,NA,NA,NA,NA,NA,NA,"No curated GEM at species or genus level","Amycolatopsis japonica","No","Yes","No","gtdb_207_filtered",1,1,1,1,1,1,1,1,1,1,1
"2098",NA,NA,NA,NA,NA,NA,NA,"No curated GEM at species or genus level","Chitinophaga sp.","No","Yes","No","gtdb_207_filtered",1,1,1,1,1,1,1,1,1,1,1
"2099",NA,NA,NA,NA,NA,NA,NA,"No curated GEM at species or genus level","Brachybacterium faecium","No","Yes","No","gtdb_207_filtered",1,1,1,1,1,1,1,1,1,1,1
"2100",NA,NA,NA,NA,NA,NA,NA,"No curated GEM at species or genus level","Nitratireductor pacificus","No","Yes","No","gtdb_207_filtered",1,1,1,1,1,1,1,1,1,1,1
"2101",NA,NA,NA,NA,NA,NA,NA,"No curated GEM at species or genus level","Curtobacterium sp. MR_MD2014","No","Yes","No","gtdb_207_filtered",1,1,1,1,1,1,1,1,1,1,1
"2102",NA,NA,NA,NA,NA,NA,NA,"No curated GEM at species or genus level","Modestobacter marinus","No","Yes","No","gtdb_207_filtered",1,1,1,1,1,1,1,1,1,1,1
"2103",NA,NA,NA,NA,NA,NA,NA,"No curated GEM at species or genus level","Serinicoccus kebangsaanensis","No","Yes","No","gtdb_207_filtered",1,1,1,1,1,1,1,1,1,1,1
"2104",NA,NA,NA,NA,NA,NA,NA,"No curated GEM at species or genus level","Lacipirellula limnantheis","No","Yes","No","gtdb_207_filtered",1,1,1,1,1,1,1,1,1,1,1
"2105",NA,NA,NA,NA,NA,NA,NA,"No curated GEM at species or genus level","Nocardia puris","No","Yes","No","gtdb_207_filtered",1,1,1,1,1,1,1,1,1,1,1
"2106",NA,NA,NA,NA,NA,NA,NA,"No curated GEM at species or genus level","Methyloglobulus morosus","No","Yes","No","gtdb_207_filtered",1,1,1,1,1,1,1,1,1,1,1
"2107",NA,NA,NA,NA,NA,NA,NA,"No curated GEM at species or genus level","Arcticibacter pallidicorallinus","No","Yes","No","gtdb_207_filtered",1,1,1,1,1,1,1,1,1,1,1
"2108",NA,NA,NA,NA,NA,NA,NA,"No curated GEM at species or genus level","Microvirga subterranea","No","Yes","No","gtdb_207_filtered",1,1,1,1,1,1,1,1,1,1,1
"2109",NA,NA,NA,NA,NA,NA,NA,"No curated GEM at species or genus level","Paralcaligenes ureilyticus","No","Yes","No","gtdb_207_filtered",1,1,1,1,1,1,1,1,1,1,1
"2110",NA,NA,NA,NA,NA,NA,NA,"No curated GEM at species or genus level","Gordonia sp. X0973","No","Yes","No","gtdb_207_filtered",1,1,1,1,1,1,1,1,1,1,1
"2111","salb","Bacteria","Streptomyces","albidoflavus (albus J1074)","Sulheim et al. 2020","SysBio Chalmers Github","/projectnb/talbot-lab-data/metabolic_models/curated_models/salb/","Genus","Streptomyces sp. MA5143a","No","Yes","No","gtdb_207_filtered",1,1,1,1,1,1,1,1,1,1,1
"2112","sco","Bacteria","Streptomyces","coelicolor A3(2)",NA,"SysBio Chalmers Github","/projectnb/talbot-lab-data/metabolic_models/curated_models/sco/","Genus","Streptomyces sp. MA5143a","No","Yes","No","gtdb_207_filtered",1,1,1,1,1,1,1,1,1,1,1
"2113",NA,NA,NA,NA,NA,NA,NA,"No curated GEM at species or genus level","Candidatus Brachybacterium merdavium","No","Yes","No","gtdb_207_filtered",1,1,1,1,1,1,1,1,1,1,1
"2114",NA,NA,NA,NA,NA,NA,NA,"No curated GEM at species or genus level","Microbacterium immunditiarum","No","Yes","No","gtdb_207_filtered",1,1,1,1,1,1,1,1,1,1,1
"2115",NA,NA,NA,NA,NA,NA,NA,"No curated GEM at species or genus level","Paracoccus endophyticus","No","Yes","No","gtdb_207_filtered",1,1,1,1,1,1,1,1,1,1,1
"2116",NA,NA,NA,NA,NA,NA,NA,"No curated GEM at species or genus level","Sphingobacterium griseoflavum","No","Yes","No","gtdb_207_filtered",1,1,1,1,1,1,1,1,1,1,1
"2117",NA,NA,NA,NA,NA,NA,NA,"No curated GEM at species or genus level","Planomonospora sp. ID82291","No","Yes","No","gtdb_207_filtered",1,1,1,1,1,1,1,1,1,1,1
"2118",NA,NA,NA,NA,NA,NA,NA,"No curated GEM at species or genus level","uncultured Ilumatobacter sp.","No","Yes","No","gtdb_207_filtered",1,1,1,1,1,1,1,1,1,1,1
"2119",NA,NA,NA,NA,NA,NA,NA,"No curated GEM at species or genus level","Microbacterium marinum","No","Yes","No","gtdb_207_filtered",1,1,1,1,1,1,1,1,1,1,1
"2120",NA,NA,NA,NA,NA,NA,NA,"No curated GEM at species or genus level","Bifidobacterium pullorum","No","Yes","No","gtdb_207_filtered",1,1,1,1,1,1,1,1,1,1,1
"2121","salb","Bacteria","Streptomyces","albidoflavus (albus J1074)","Sulheim et al. 2020","SysBio Chalmers Github","/projectnb/talbot-lab-data/metabolic_models/curated_models/salb/","Genus","Streptomyces werraensis","No","Yes","No","gtdb_207_filtered",1,1,1,1,1,1,1,1,1,1,1
"2122","sco","Bacteria","Streptomyces","coelicolor A3(2)",NA,"SysBio Chalmers Github","/projectnb/talbot-lab-data/metabolic_models/curated_models/sco/","Genus","Streptomyces werraensis","No","Yes","No","gtdb_207_filtered",1,1,1,1,1,1,1,1,1,1,1
"2123","salb","Bacteria","Streptomyces","albidoflavus (albus J1074)","Sulheim et al. 2020","SysBio Chalmers Github","/projectnb/talbot-lab-data/metabolic_models/curated_models/salb/","Genus","Streptomyces cyaneogriseus","No","Yes","No","gtdb_207_filtered",1,1,1,1,1,1,1,1,1,1,1
