taxonomy_id,lineage,db_name,taxon,cultivatedCrops,deciduousForest,dwarfScrub,emergentHerbaceousWetlands,evergreenForest,grasslandHerbaceous,mixedForest,pastureHay,sedgeHerbaceous,shrubScrub,woodyWetlands
1949069,k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Pseudoduganella;s__Pseudoduganella buxea,soil_microbe_db,Pseudoduganella buxea,1,1,1,1,1,1,1,1,1,1,1
864828,k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Pseudoduganella;s__Pseudoduganella umbonata,soil_microbe_db,Pseudoduganella umbonata,1,1,1,1,1,1,1,1,1,1,1
1462440,k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Pseudoduganella;s__Pseudoduganella ginsengisoli,soil_microbe_db,Pseudoduganella ginsengisoli,1,1,1,1,1,1,1,1,1,1,1
321982,k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Pseudoduganella;s__Pseudoduganella dura,soil_microbe_db,Pseudoduganella dura,1,1,1,1,1,1,1,1,1,1,1
321985,k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Pseudoduganella;s__Pseudoduganella lutea,soil_microbe_db,Pseudoduganella lutea,1,1,1,1,1,1,1,1,1,1,1
1036180,k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Pseudoduganella;s__Pseudoduganella lurida,soil_microbe_db,Pseudoduganella lurida,1,1,1,1,1,1,1,1,1,1,1
34070,k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Pseudoduganella;s__Pseudoduganella chitinolytica,soil_microbe_db,Pseudoduganella chitinolytica,1,1,1,1,1,1,1,1,1,1,1
2660641,k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Pseudoduganella;s__Pseudoduganella aquatica,soil_microbe_db,Pseudoduganella aquatica,1,1,1,1,1,1,1,1,1,1,1
321984,k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Pseudoduganella;s__Pseudoduganella plicata,soil_microbe_db,Pseudoduganella plicata,1,1,1,1,1,1,1,1,1,1,1
871742,k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Pseudoduganella;s__Pseudoduganella flava,soil_microbe_db,Pseudoduganella flava,1,1,1,1,1,1,1,1,1,1,1
1715466,k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Pseudoduganella;s__Pseudoduganella violacea,soil_microbe_db,Pseudoduganella violacea,1,1,1,1,1,1,1,1,1,1,1
321983,k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Pseudoduganella;s__Pseudoduganella albidiflava,soil_microbe_db,Pseudoduganella albidiflava,1,1,1,1,1,1,1,1,1,1,1
2692179,k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Pseudoduganella;s__Pseudoduganella guangdongensis,soil_microbe_db,Pseudoduganella guangdongensis,1,1,1,1,1,1,1,1,1,1,1
2072590,k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Pseudoduganella;s__Pseudoduganella armeniaca,soil_microbe_db,Pseudoduganella armeniaca,1,1,1,1,1,1,1,1,1,1,1
1890295,k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Pseudoduganella;s__Pseudoduganella danionis,soil_microbe_db,Pseudoduganella danionis,1,1,1,1,1,1,1,1,1,1,1
2765359,k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Rugamonas;s__Rugamonas sp. CCM 8940,soil_microbe_db,Rugamonas sp. CCM 8940,1,1,1,1,1,1,1,1,1,1,1
758825,k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Rugamonas;s__Rugamonas rubra,soil_microbe_db,Rugamonas rubra,1,1,1,1,1,1,1,1,1,1,1
2758568,k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Rugamonas;s__Rugamonas fusca,soil_microbe_db,Rugamonas fusca,1,1,1,1,1,1,1,1,1,1,1
2758569,k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Rugamonas;s__Rugamonas brunnea,soil_microbe_db,Rugamonas brunnea,1,1,1,1,1,1,1,1,1,1,1
2743357,k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Rugamonas;s__Rugamonas aquatica,soil_microbe_db,Rugamonas aquatica,1,1,1,1,1,1,1,1,1,1,1
2717319,k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Telluria;s__Telluria antibiotica,soil_microbe_db,Telluria antibiotica,1,1,1,1,1,1,1,1,1,1,1
2725995,k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Telluria;s__Telluria aromaticivorans,soil_microbe_db,Telluria aromaticivorans,1,1,1,1,1,1,1,1,1,1,1
592317,k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__;s__[Empedobacter] haloabium,soil_microbe_db,[Empedobacter] haloabium,1,1,1,1,1,1,1,1,1,1,1
158899,k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Collimonas;s__Collimonas fungivorans,soil_microbe_db,Collimonas fungivorans,1,1,1,1,1,1,1,1,1,1,1
1881062,k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Collimonas;s__Collimonas sp. PA-H2,soil_microbe_db,Collimonas sp. PA-H2,1,1,1,1,1,1,1,1,1,1,1
1801619,k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Collimonas;s__Collimonas sp. OK412,soil_microbe_db,Collimonas sp. OK412,1,1,1,1,1,1,1,1,1,1,1
1798194,k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Collimonas;s__Collimonas sp. OK607,soil_microbe_db,Collimonas sp. OK607,1,1,1,1,1,1,1,1,1,1,1
1798195,k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Collimonas;s__Collimonas sp. OK242,soil_microbe_db,Collimonas sp. OK242,1,1,1,1,1,1,1,1,1,1,1
1801620,k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Collimonas;s__Collimonas sp. OK307,soil_microbe_db,Collimonas sp. OK307,1,1,1,1,1,1,1,1,1,1,1
279058,k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Collimonas;s__Collimonas arenae,soil_microbe_db,Collimonas arenae,1,1,1,1,1,1,1,1,1,1,1
2825886,k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Collimonas;s__Collimonas humicola,soil_microbe_db,Collimonas humicola,1,1,1,1,1,1,1,1,1,1,1
279113,k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Collimonas;s__Collimonas pratensis,soil_microbe_db,Collimonas pratensis,1,1,1,1,1,1,1,1,1,1,1
1940615,k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Collimonas;s__Collimonas antrihumi,soil_microbe_db,Collimonas antrihumi,1,1,1,1,1,1,1,1,1,1,1
2825884,k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Collimonas;s__Collimonas silvisoli,soil_microbe_db,Collimonas silvisoli,1,1,1,1,1,1,1,1,1,1,1
1443993,k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Herbaspirillum;s__Herbaspirillum sp. RV1423,soil_microbe_db,Herbaspirillum sp. RV1423,1,1,1,1,1,1,1,1,1,1,1
2567936,k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Herbaspirillum;s__Herbaspirillum sp. ST 5-3,soil_microbe_db,Herbaspirillum sp. ST 5-3,1,1,1,1,1,1,1,1,1,1,1
2572881,k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Herbaspirillum;s__Herbaspirillum sp. SJZ107,soil_microbe_db,Herbaspirillum sp. SJZ107,1,1,1,1,1,1,1,1,1,1,1
2821356,k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Herbaspirillum;s__Herbaspirillum sp. LeCh32-8,soil_microbe_db,Herbaspirillum sp. LeCh32-8,1,1,1,1,1,1,1,1,1,1,1
2572917,k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Herbaspirillum;s__Herbaspirillum sp. SJZ106,soil_microbe_db,Herbaspirillum sp. SJZ106,1,1,1,1,1,1,1,1,1,1,1
2790969,k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Herbaspirillum;s__Herbaspirillum sp. AP02,soil_microbe_db,Herbaspirillum sp. AP02,1,1,1,1,1,1,1,1,1,1,1
1144319,k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Herbaspirillum;s__Herbaspirillum sp. CF444,soil_microbe_db,Herbaspirillum sp. CF444,1,1,1,1,1,1,1,1,1,1,1
1890675,k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Herbaspirillum;s__Herbaspirillum sp.,soil_microbe_db,Herbaspirillum sp.,1,1,1,1,1,1,1,1,1,1,1
2795117,k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Herbaspirillum;s__Herbaspirillum sp. ASV7,soil_microbe_db,Herbaspirillum sp. ASV7,1,1,1,1,1,1,1,1,1,1,1
1144342,k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Herbaspirillum;s__Herbaspirillum sp. YR522,soil_microbe_db,Herbaspirillum sp. YR522,1,1,1,1,1,1,1,1,1,1,1
2025949,k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Herbaspirillum;s__Herbaspirillum sp. meg3,soil_microbe_db,Herbaspirillum sp. meg3,1,1,1,1,1,1,1,1,1,1,1
2559617,k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Herbaspirillum;s__Herbaspirillum sp. 3R11,soil_microbe_db,Herbaspirillum sp. 3R11,1,1,1,1,1,1,1,1,1,1,1
92645,k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Herbaspirillum;s__Herbaspirillum frisingense,soil_microbe_db,Herbaspirillum frisingense,1,1,1,1,1,1,1,1,1,1,1
2014887,k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Herbaspirillum;s__Herbaspirillum robiniae,soil_microbe_db,Herbaspirillum robiniae,1,1,1,1,1,1,1,1,1,1,1
346179,k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Herbaspirillum;s__Herbaspirillum rhizosphaerae,soil_microbe_db,Herbaspirillum rhizosphaerae,1,1,1,1,1,1,1,1,1,1,1
568783,k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Herbaspirillum;s__Herbaspirillum aquaticum,soil_microbe_db,Herbaspirillum aquaticum,1,1,1,1,1,1,1,1,1,1,1
80842,k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Herbaspirillum;s__Herbaspirillum rubrisubalbicans,soil_microbe_db,Herbaspirillum rubrisubalbicans,1,1,1,1,1,1,1,1,1,1,1
180195,k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Herbaspirillum;s__Herbaspirillum autotrophicum,soil_microbe_db,Herbaspirillum autotrophicum,1,1,1,1,1,1,1,1,1,1,1
964,k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Herbaspirillum;s__Herbaspirillum seropedicae,soil_microbe_db,Herbaspirillum seropedicae,1,1,1,1,1,1,1,1,1,1,1
1871054,k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Janthinobacterium;s__Janthinobacterium sp.,soil_microbe_db,Janthinobacterium sp.,1,1,1,1,1,1,1,1,1,1,1
1075768,k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Janthinobacterium;s__Janthinobacterium sp. CG3,soil_microbe_db,Janthinobacterium sp. CG3,1,1,1,1,1,1,1,1,1,1,1
2012679,k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Janthinobacterium;s__Janthinobacterium sp. PC23-8,soil_microbe_db,Janthinobacterium sp. PC23-8,1,1,1,1,1,1,1,1,1,1,1
2654254,k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Janthinobacterium;s__Janthinobacterium sp. FT58W,soil_microbe_db,Janthinobacterium sp. FT58W,1,1,1,1,1,1,1,1,1,1,1
2497863,k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Janthinobacterium;s__Janthinobacterium sp. 17J80-10,soil_microbe_db,Janthinobacterium sp. 17J80-10,1,1,1,1,1,1,1,1,1,1,1
1644131,k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Janthinobacterium;s__Janthinobacterium sp. 1_2014MBL_MicDiv,soil_microbe_db,Janthinobacterium sp. 1_2014MBL_MicDiv,1,1,1,1,1,1,1,1,1,1,1
1198452,k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Janthinobacterium;s__Janthinobacterium sp. HH01,soil_microbe_db,Janthinobacterium sp. HH01,1,1,1,1,1,1,1,1,1,1,1
1528773,k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Janthinobacterium;s__Janthinobacterium sp. AD80,soil_microbe_db,Janthinobacterium sp. AD80,1,1,1,1,1,1,1,1,1,1,1
1981506,k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Janthinobacterium;s__Janthinobacterium sp. GW456P,soil_microbe_db,Janthinobacterium sp. GW456P,1,1,1,1,1,1,1,1,1,1,1
29581,k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Janthinobacterium;s__Janthinobacterium lividum,soil_microbe_db,Janthinobacterium lividum,1,1,1,1,1,1,1,1,1,1,1
55508,k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Janthinobacterium;s__Janthinobacterium agaricidamnosum,soil_microbe_db,Janthinobacterium agaricidamnosum,1,1,1,1,1,1,1,1,1,1,1
1747903,k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Janthinobacterium;s__Janthinobacterium psychrotolerans,soil_microbe_db,Janthinobacterium psychrotolerans,1,1,1,1,1,1,1,1,1,1,1
2654252,k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Janthinobacterium;s__Janthinobacterium violaceinigrum,soil_microbe_db,Janthinobacterium violaceinigrum,1,1,1,1,1,1,1,1,1,1,1
1736487,k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Noviherbaspirillum;s__Noviherbaspirillum sp. Root189,soil_microbe_db,Noviherbaspirillum sp. Root189,1,1,1,1,1,1,1,1,1,1,1
2850560,k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Noviherbaspirillum;s__Noviherbaspirillum sp. L7-7A,soil_microbe_db,Noviherbaspirillum sp. L7-7A,1,1,1,1,1,1,1,1,1,1,1
2601898,k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Noviherbaspirillum;s__Noviherbaspirillum sp. UKPF54,soil_microbe_db,Noviherbaspirillum sp. UKPF54,1,1,1,1,1,1,1,1,1,1,1
1688639,k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Noviherbaspirillum;s__Noviherbaspirillum humi,soil_microbe_db,Noviherbaspirillum humi,1,1,1,1,1,1,1,1,1,1,1
2709383,k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Noviherbaspirillum;s__Noviherbaspirillum galbum,soil_microbe_db,Noviherbaspirillum galbum,1,1,1,1,1,1,1,1,1,1,1
2801341,k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Noviherbaspirillum;s__Noviherbaspirillum pedocola,soil_microbe_db,Noviherbaspirillum pedocola,1,1,1,1,1,1,1,1,1,1,1
1064518,k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Noviherbaspirillum;s__Noviherbaspirillum soli,soil_microbe_db,Noviherbaspirillum soli,1,1,1,1,1,1,1,1,1,1,1
1260987,k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Noviherbaspirillum;s__Noviherbaspirillum malthae,soil_microbe_db,Noviherbaspirillum malthae,1,1,1,1,1,1,1,1,1,1,1
1968433,k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Noviherbaspirillum;s__Noviherbaspirillum denitrificans,soil_microbe_db,Noviherbaspirillum denitrificans,1,1,1,1,1,1,1,1,1,1,1
2320865,k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Noviherbaspirillum;s__Noviherbaspirillum sedimenti,soil_microbe_db,Noviherbaspirillum sedimenti,1,1,1,1,1,1,1,1,1,1,1
2588497,k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Noviherbaspirillum;s__Noviherbaspirillum aerium,soil_microbe_db,Noviherbaspirillum aerium,1,1,1,1,1,1,1,1,1,1,1
2320862,k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Noviherbaspirillum;s__Noviherbaspirillum cavernae,soil_microbe_db,Noviherbaspirillum cavernae,1,1,1,1,1,1,1,1,1,1,1
2320863,k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Noviherbaspirillum;s__Noviherbaspirillum saxi,soil_microbe_db,Noviherbaspirillum saxi,1,1,1,1,1,1,1,1,1,1,1
2478672,k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__;s__Oxalobacteraceae bacterium CAVE-383,soil_microbe_db,Oxalobacteraceae bacterium CAVE-383,1,1,1,1,1,1,1,1,1,1,1
1871070,k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__;s__Oxalobacteraceae bacterium,soil_microbe_db,Oxalobacteraceae bacterium,1,1,1,1,1,1,1,1,1,1,1
2561929,k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__;s__Oxalobacteraceae bacterium OM1,soil_microbe_db,Oxalobacteraceae bacterium OM1,1,1,1,1,1,1,1,1,1,1,1
1953003,k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__;s__Oxalobacteraceae bacterium UBA5157,soil_microbe_db,Oxalobacteraceae bacterium UBA5157,1,1,1,1,1,1,1,1,1,1,1
2775280,k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__;s__Oxalobacteraceae sp. CFBP 8761,soil_microbe_db,Oxalobacteraceae sp. CFBP 8761,1,1,1,1,1,1,1,1,1,1,1
1158293,k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__;s__Oxalobacteraceae bacterium AB_14,soil_microbe_db,Oxalobacteraceae bacterium AB_14,1,1,1,1,1,1,1,1,1,1,1
1224302,k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Undibacterium;s__Undibacterium terreum,soil_microbe_db,Undibacterium terreum,1,1,1,1,1,1,1,1,1,1,1
2021635,k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Glaciimonas;s__Glaciimonas sp.,soil_microbe_db,Glaciimonas sp.,1,1,1,1,1,1,1,1,1,1,1
2133943,k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Glaciimonas;s__Glaciimonas sp. PCH181,soil_microbe_db,Glaciimonas sp. PCH181,1,1,1,1,1,1,1,1,1,1,1
728004,k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Glaciimonas;s__Glaciimonas immobilis,soil_microbe_db,Glaciimonas immobilis,1,1,1,1,1,1,1,1,1,1,1
303380,k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Herminiimonas;s__Herminiimonas fonticola,soil_microbe_db,Herminiimonas fonticola,1,1,1,1,1,1,1,1,1,1,1
179467,k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Oxalicibacterium;s__Oxalicibacterium flavum,soil_microbe_db,Oxalicibacterium flavum,1,1,1,1,1,1,1,1,1,1,1
69280,k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Oxalicibacterium;s__Oxalicibacterium solurbis,soil_microbe_db,Oxalicibacterium solurbis,1,1,1,1,1,1,1,1,1,1,1
2603856,k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Lacisediminimonas;s__Lacisediminimonas profundi,soil_microbe_db,Lacisediminimonas profundi,1,1,1,1,1,1,1,1,1,1,1
1758194,k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Alcaligenaceae;g__Achromobacter;s__Achromobacter sp. AONIH1,soil_microbe_db,Achromobacter sp. AONIH1,1,1,1,1,1,1,1,1,1,1,1
2015170,k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Alcaligenaceae;g__Achromobacter;s__Achromobacter sp. HZ34,soil_microbe_db,Achromobacter sp. HZ34,1,1,1,1,1,1,1,1,1,1,1
1736602,k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Alcaligenaceae;g__Achromobacter;s__Achromobacter sp. Root83,soil_microbe_db,Achromobacter sp. Root83,1,1,1,1,1,1,1,1,1,1,1
1688405,k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Alcaligenaceae;g__Achromobacter;s__Achromobacter sp. DMS1,soil_microbe_db,Achromobacter sp. DMS1,1,1,1,1,1,1,1,1,1,1,1
1881016,k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Alcaligenaceae;g__Achromobacter;s__Achromobacter sp. MFA1 R4,soil_microbe_db,Achromobacter sp. MFA1 R4,1,1,1,1,1,1,1,1,1,1,1
2282475,k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Alcaligenaceae;g__Achromobacter;s__Achromobacter sp. B7,soil_microbe_db,Achromobacter sp. B7,1,1,1,1,1,1,1,1,1,1,1
1532557,k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Alcaligenaceae;g__Achromobacter;s__Achromobacter sp. RTa,soil_microbe_db,Achromobacter sp. RTa,1,1,1,1,1,1,1,1,1,1,1
1862319,k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Alcaligenaceae;g__Achromobacter;s__Achromobacter sp. UMC46,soil_microbe_db,Achromobacter sp. UMC46,1,1,1,1,1,1,1,1,1,1,1
85698,k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Alcaligenaceae;g__Achromobacter;s__Achromobacter xylosoxidans,soil_microbe_db,Achromobacter xylosoxidans,1,1,1,1,1,1,1,1,1,1,1
1353891,k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Alcaligenaceae;g__Achromobacter;s__Achromobacter deleyi,soil_microbe_db,Achromobacter deleyi,1,1,1,1,1,1,1,1,1,1,1
217203,k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Alcaligenaceae;g__Achromobacter;s__Achromobacter spanius,soil_microbe_db,Achromobacter spanius,1,1,1,1,1,1,1,1,1,1,1
1389932,k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Alcaligenaceae;g__Achromobacter;s__Achromobacter pulmonis,soil_microbe_db,Achromobacter pulmonis,1,1,1,1,1,1,1,1,1,1,1
72556,k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Alcaligenaceae;g__Achromobacter;s__Achromobacter piechaudii,soil_microbe_db,Achromobacter piechaudii,1,1,1,1,1,1,1,1,1,1,1
1750518,k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Alcaligenaceae;g__Achromobacter;s__Achromobacter aloeverae,soil_microbe_db,Achromobacter aloeverae,1,1,1,1,1,1,1,1,1,1,1
