ROW ID,GEM ID,Kingdom,Genus,Species.strain,Citation,Source,Filepath,Match criteria,Species of interest,Functional in COMETS?,taxonomy_id,lineage,db_name,cultivatedCrops,deciduousForest,dwarfScrub,emergentHerbaceousWetlands,evergreenForest,grasslandHerbaceous,mixedForest,pastureHay,sedgeHerbaceous,shrubScrub,woodyWetlands,source,pH_preference,temperature_preference,genome_link,GEM_ID,match_by
1221,NA,NA,NA,NA,NA,NA,NA,No curated GEM at species or genus level,Murdochiella vaginalis,No,1852373,k__Bacteria;p__Bacillota;c__Tissierellia;o__Tissierellales;f__Peptoniphilaceae;g__Murdochiella;s__Murdochiella vaginalis,soil_microbe_db,NA,1,1,1,1,1,NA,NA,1,1,1,GTDB,3.482399419,12.7,NA,NA,No curated GEM at species or genus level
1222,NA,NA,NA,NA,NA,NA,NA,No curated GEM at species or genus level,Chryseobacterium daecheongense,No,192389,k__Bacteria;p__Bacteroidota;c__Flavobacteriia;o__Flavobacteriales;f__Weeksellaceae;g__Chryseobacterium;s__Chryseobacterium daecheongense,soil_microbe_db,NA,1,1,1,1,1,NA,1,0,0,0,GTDB,6.420307848,28.53333333,NA,NA,No curated GEM at species or genus level
1223,NA,NA,NA,NA,NA,NA,NA,No curated GEM at species or genus level,Thiocapsa sp. KS1,No,610332,k__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Chromatiales;f__Chromatiaceae;g__Thiocapsa;s__Thiocapsa sp. KS1,soil_microbe_db,1,1,1,1,1,1,1,1,1,1,1,GTDB,8.337882756,23.73333333,NA,NA,No curated GEM at species or genus level
1224,NA,NA,NA,NA,NA,NA,NA,No curated GEM at species or genus level,Modestobacter sp. L9-4,No,2851567,k__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Geodermatophilales;f__Geodermatophilaceae;g__Modestobacter;s__Modestobacter sp. L9-4,soil_microbe_db,1,1,1,1,1,1,1,1,1,1,1,GTDB,8.612730643,41.13333333,NA,NA,No curated GEM at species or genus level
1225,NA,NA,NA,NA,NA,NA,NA,No curated GEM at species or genus level,Seonamhaeicola maritimus,No,2591822,k__Bacteria;p__Bacteroidota;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Seonamhaeicola;s__Seonamhaeicola maritimus,soil_microbe_db,NA,1,0,0,1,0,0,NA,0,1,1,GTDB,3.351089079,7.8,NA,NA,No curated GEM at species or genus level
1226,NA,NA,NA,NA,NA,NA,NA,No curated GEM at species or genus level,Candidatus Methylomirabilis sp.,No,2032687,k__Bacteria;p__candidate division NC10;c__;o__;f__;g__Methylomirabilis;s__Candidatus Methylomirabilis sp.,soil_microbe_db,1,1,1,1,1,1,1,1,1,1,1,GTDB,6.066274204,22.06666667,NA,NA,No curated GEM at species or genus level
1227,iKF1028,NA,Burkholderia,cenocepacia,NA,https://bmcsystbiol.biomedcentral.com/articles/10.1186/1752-0509-5-83,NA,Genus,Burkholderia cepacia,No,292,k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Burkholderia;s__Burkholderia cepacia,soil_microbe_db,1,1,1,1,1,1,1,1,1,1,1,JGI GOLD,8.612730643,26.83333333,NA,iKF1028,Genus
1228,NA,NA,NA,NA,NA,NA,NA,No curated GEM at species or genus level,Paraburkholderia sediminicola,No,458836,k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Paraburkholderia;s__Paraburkholderia sediminicola,soil_microbe_db,1,1,1,1,1,1,1,1,1,1,1,JGI GOLD,3.4,16.2,NA,NA,No curated GEM at species or genus level
1229,NA,NA,NA,NA,NA,NA,NA,No curated GEM at species or genus level,Paracoccus sp. MC1862,No,2760307,k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Paracoccaceae;g__Paracoccus;s__Paracoccus sp. MC1862,soil_microbe_db,1,1,1,1,1,1,1,1,1,1,1,GTDB,8.337882756,41.13333333,NA,NA,No curated GEM at species or genus level
1230,NA,NA,NA,NA,NA,NA,NA,No curated GEM at species or genus level,Brumimicrobium oceani,No,2100725,k__Bacteria;p__Bacteroidota;c__Flavobacteriia;o__Flavobacteriales;f__Crocinitomicaceae;g__Brumimicrobium;s__Brumimicrobium oceani,soil_microbe_db,NA,1,0,0,1,1,1,NA,0,0,1,GTDB,3.633587344,13.4,NA,NA,No curated GEM at species or genus level
1231,NA,NA,NA,NA,NA,NA,NA,No curated GEM at species or genus level,Flavobacterium plurextorum,No,1114867,k__Bacteria;p__Bacteroidota;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__Flavobacterium plurextorum,soil_microbe_db,NA,1,1,0,1,1,1,1,1,1,1,GTDB,3.41,14.73333333,NA,NA,No curated GEM at species or genus level
1232,NA,NA,NA,NA,NA,NA,NA,No curated GEM at species or genus level,Raoultibacter phocaeensis,No,2479841,k__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Eggerthellales;f__Eggerthellaceae;g__Raoultibacter;s__Raoultibacter phocaeensis,soil_microbe_db,1,1,1,1,1,1,1,1,1,1,1,GTDB,2.389063717,41.13333333,NA,NA,No curated GEM at species or genus level
1233,NA,NA,NA,NA,NA,NA,NA,No curated GEM at species or genus level,Caulobacter sp. BP25,No,2048900,k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Caulobacter;s__Caulobacter sp. BP25,soil_microbe_db,1,1,1,1,1,1,1,1,1,1,1,GTDB,3.231182899,7.533333333,NA,NA,No curated GEM at species or genus level
1234,NA,NA,NA,NA,NA,NA,NA,No curated GEM at species or genus level,Methylobacterium sp. XJLW,No,739141,k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Methylobacteriaceae;g__Methylobacterium;s__Methylobacterium sp. XJLW,soil_microbe_db,1,1,1,1,1,1,1,1,1,1,1,JGI GOLD,8.137895834,34.66666667,NA,NA,No curated GEM at species or genus level
1235,salb,Bacteria,Streptomyces,albidoflavus (albus J1074),Sulheim et al. 2020,SysBio Chalmers Github,/projectnb/talbot-lab-data/metabolic_models/curated_models/salb/,Genus,Streptomyces xinghaiensis,No,1038928,k__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Kitasatosporales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces xinghaiensis,soil_microbe_db,1,1,1,1,1,1,1,1,1,1,1,JGI GOLD,2.389063717,41.13333333,NA,salb,Genus
1236,sco,Bacteria,Streptomyces,coelicolor A3(2),NA,SysBio Chalmers Github,/projectnb/talbot-lab-data/metabolic_models/curated_models/sco/,Genus,Streptomyces xinghaiensis,No,1038928,k__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Kitasatosporales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces xinghaiensis,soil_microbe_db,1,1,1,1,1,1,1,1,1,1,1,JGI GOLD,2.389063717,41.13333333,NA,sco,Genus
1237,NA,NA,NA,NA,NA,NA,NA,No curated GEM at species or genus level,Methanobrevibacter sp.,No,66852,k__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter;s__Methanobrevibacter sp.,soil_microbe_db,1,1,1,1,1,1,1,1,1,1,1,GTDB,2.527238644,0.6,NA,NA,No curated GEM at species or genus level
1238,NA,NA,NA,NA,NA,NA,NA,No curated GEM at species or genus level,bacterium HR40,No,2035435,k__Bacteria;p__;c__;o__;f__;g__;s__bacterium HR40,soil_microbe_db,1,1,1,1,1,1,1,1,1,1,1,GTDB,8.612730643,31.675,NA,NA,No curated GEM at species or genus level
1239,NA,NA,NA,NA,NA,NA,NA,No curated GEM at species or genus level,Mycolicibacterium vinylchloridicum,No,2736928,k__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Mycobacteriaceae;g__Mycolicibacterium;s__Mycolicibacterium vinylchloridicum,soil_microbe_db,1,1,1,1,1,1,1,1,1,1,1,GTDB,8.336336424,35.73333333,NA,NA,No curated GEM at species or genus level
1240,NA,NA,NA,NA,NA,NA,NA,No curated GEM at species or genus level,Salegentibacter flavus,No,287099,k__Bacteria;p__Bacteroidota;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Salegentibacter;s__Salegentibacter flavus,soil_microbe_db,0,1,1,1,1,0,NA,0,1,1,1,GTDB,3.238786388,14.13333333,NA,NA,No curated GEM at species or genus level
1241,NA,NA,NA,NA,NA,NA,NA,No curated GEM at species or genus level,Moheibacter sediminis,No,1434700,k__Bacteria;p__Bacteroidota;c__Flavobacteriia;o__Flavobacteriales;f__Weeksellaceae;g__Moheibacter;s__Moheibacter sediminis,soil_microbe_db,1,1,1,1,1,1,1,1,1,1,1,GTDB,3.633587344,8.15,NA,NA,No curated GEM at species or genus level
1242,NA,NA,NA,NA,NA,NA,NA,No curated GEM at species or genus level,Halosolutus halophilus,No,1552990,k__Archaea;p__Euryarchaeota;c__Halobacteria;o__Natrialbales;f__Natrialbaceae;g__Halosolutus;s__Halosolutus halophilus,soil_microbe_db,1,1,1,1,1,1,1,1,1,1,1,JGI GOLD,8.337882756,41.13333333,NA,NA,No curated GEM at species or genus level
1243,NA,NA,NA,NA,NA,NA,NA,No curated GEM at species or genus level,Confluentibacter sediminis,No,2219045,k__Bacteria;p__Bacteroidota;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Confluentibacter;s__Confluentibacter sediminis,soil_microbe_db,1,1,1,0,1,1,1,NA,1,1,1,GTDB,2.914392605,28.43333333,NA,NA,No curated GEM at species or genus level
1244,NA,NA,NA,NA,NA,NA,NA,No curated GEM at species or genus level,Curtobacterium sp. UCD-KPL2560,No,1885315,k__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Micrococcales;f__Microbacteriaceae;g__Curtobacterium;s__Curtobacterium sp. UCD-KPL2560,soil_microbe_db,1,1,1,1,1,1,1,1,1,1,1,GTDB,8.612730643,41.13333333,NA,NA,No curated GEM at species or genus level
1245,NA,NA,NA,NA,NA,NA,NA,No curated GEM at species or genus level,Gammaproteobacteria bacterium LSUCC0057,No,2559237,k__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Cellvibrionales;f__Porticoccaceae;g__;s__Gammaproteobacteria bacterium LSUCC0057,soil_microbe_db,1,1,1,1,1,1,1,1,1,1,1,GTDB,8.337882756,34.66666667,NA,NA,No curated GEM at species or genus level
1246,NA,NA,NA,NA,NA,NA,NA,No curated GEM at species or genus level,Parabacteroides sp.,No,1869337,k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides sp.,soil_microbe_db,1,1,1,1,1,1,1,1,1,1,1,GTDB,2.389063717,0.575,NA,NA,No curated GEM at species or genus level
1247,NA,NA,NA,NA,NA,NA,NA,No curated GEM at species or genus level,Fundidesulfovibrio magnetotacticus,No,2730080,k__Bacteria;p__Thermodesulfobacteriota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Fundidesulfovibrio;s__Fundidesulfovibrio magnetotacticus,soil_microbe_db,1,1,1,1,1,1,1,1,1,1,1,GTDB,4.988331366,37.66666667,NA,NA,No curated GEM at species or genus level
1248,NA,NA,NA,NA,NA,NA,NA,No curated GEM at species or genus level,Saccharothrix longispora,No,33920,k__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Pseudonocardiales;f__Pseudonocardiaceae;g__Saccharothrix;s__Saccharothrix longispora,soil_microbe_db,1,1,1,1,1,1,1,1,1,1,1,JGI GOLD,8.612730643,41.13333333,NA,NA,No curated GEM at species or genus level
1249,NA,NA,NA,NA,NA,NA,NA,No curated GEM at species or genus level,Propionicimonas paludicola,No,185243,k__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Propionibacteriales;f__Nocardioidaceae;g__Propionicimonas;s__Propionicimonas paludicola,soil_microbe_db,1,1,1,1,1,1,1,1,1,1,1,GTDB,7.03810902,41.13333333,NA,NA,No curated GEM at species or genus level
1250,NA,NA,NA,NA,NA,NA,NA,No curated GEM at species or genus level,Pedobacter frigoris,No,2571272,k__Bacteria;p__Bacteroidota;c__Sphingobacteriia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Pedobacter;s__Pedobacter frigoris,soil_microbe_db,1,1,1,1,1,1,1,1,1,1,1,GTDB,2.586033828,10.23333333,NA,NA,No curated GEM at species or genus level
1251,NA,NA,NA,NA,NA,NA,NA,No curated GEM at species or genus level,Shewanella sp. CG12_big_fil_rev_8_21_14_0_65_47_15,No,1975537,k__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Alteromonadales;f__Shewanellaceae;g__Shewanella;s__Shewanella sp. CG12_big_fil_rev_8_21_14_0_65_47_15,soil_microbe_db,NA,1,0,0,1,0,NA,NA,0,0,1,GTDB,2.527238644,10.46666667,NA,NA,No curated GEM at species or genus level
1252,NA,NA,NA,NA,NA,NA,NA,No curated GEM at species or genus level,Lysobacter sp. BMK333-48F3,No,2867962,k__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Lysobacter;s__Lysobacter sp. BMK333-48F3,soil_microbe_db,1,1,1,1,1,1,1,1,1,1,1,JGI GOLD,8.337882756,39.26666667,NA,NA,No curated GEM at species or genus level
1253,NA,NA,NA,NA,NA,NA,NA,No curated GEM at species or genus level,Helicobacter cetorum,No,138563,k__Bacteria;p__Campylobacterota;c__Epsilonproteobacteria;o__Campylobacterales;f__Helicobacteraceae;g__Helicobacter;s__Helicobacter cetorum,soil_microbe_db,NA,1,0,1,1,1,1,NA,1,0,1,GTDB,3.70896466,11.23333333,NA,NA,No curated GEM at species or genus level
1254,NA,NA,NA,NA,NA,NA,NA,No curated GEM at species or genus level,Marininema halotolerans,No,1155944,k__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Thermoactinomycetaceae;g__Marininema;s__Marininema halotolerans,soil_microbe_db,NA,1,0,0,1,0,0,NA,0,0,0,GTDB,4.002020307,17.4,NA,NA,No curated GEM at species or genus level
1255,NA,NA,NA,NA,NA,NA,NA,No curated GEM at species or genus level,Lysobacter sp. A03,No,1199154,k__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Lysobacter;s__Lysobacter sp. A03,soil_microbe_db,1,1,1,1,1,1,1,1,1,1,1,GTDB,4.72,41.13333333,NA,NA,No curated GEM at species or genus level
1256,NA,NA,NA,NA,NA,NA,NA,No curated GEM at species or genus level,[Mycobacterium] fortunisiensis,No,2600579,k__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Mycobacteriaceae;g__Mycolicibacterium;s__[Mycobacterium] fortunisiensis,soil_microbe_db,1,1,1,1,1,1,1,1,1,1,1,GTDB,8.337882756,41.13333333,NA,NA,No curated GEM at species or genus level
1257,NA,NA,NA,NA,NA,NA,NA,No curated GEM at species or genus level,Scytonema sp. UIC 10036,No,2304196,k__Bacteria;p__Cyanobacteriota;c__Cyanophyceae;o__Nostocales;f__Scytonemataceae;g__Scytonema;s__Scytonema sp. UIC 10036,soil_microbe_db,1,1,1,1,1,1,1,1,1,1,1,GTDB,3.555868465,41.13333333,NA,NA,No curated GEM at species or genus level
1258,NA,NA,NA,NA,NA,NA,NA,No curated GEM at species or genus level,Candidatus Thermoflexus tengchongensis,No,2835805,k__Bacteria;p__Chloroflexota;c__Thermoflexia;o__Thermoflexales;f__Thermoflexaceae;g__Thermoflexus;s__Candidatus Thermoflexus tengchongensis,soil_microbe_db,1,1,1,1,1,1,1,1,1,1,1,GTDB,8.337882756,41.13333333,NA,NA,No curated GEM at species or genus level
1259,NA,NA,NA,NA,NA,NA,NA,No curated GEM at species or genus level,Bacteroidales bacterium UBA6267,No,1950675,k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__;g__;s__Bacteroidales bacterium UBA6267,soil_microbe_db,0,1,1,1,1,0,1,NA,1,1,1,GTDB,2.586033828,14.13333333,NA,NA,No curated GEM at species or genus level
1260,NA,NA,NA,NA,NA,NA,NA,No curated GEM at species or genus level,Enterobacter ludwigii,No,299767,k__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter ludwigii,soil_microbe_db,1,1,1,1,1,1,1,1,1,1,1,JGI GOLD,6.230430721,28.73333333,NA,NA,No curated GEM at species or genus level
1261,NA,NA,NA,NA,NA,NA,NA,No curated GEM at species or genus level,Chlorobi bacterium Chlorobi_1,No,1936512,k__Bacteria;p__Chlorobiota;c__;o__;f__;g__;s__Chlorobi bacterium Chlorobi_1,soil_microbe_db,1,1,1,1,1,1,1,1,1,1,1,GTDB,8.337882756,41.13333333,NA,NA,No curated GEM at species or genus level
1262,NA,NA,NA,NA,NA,NA,NA,No curated GEM at species or genus level,Aestuariibacter sp.,No,1872400,k__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Alteromonadales;f__Alteromonadaceae;g__Aestuariibacter;s__Aestuariibacter sp.,soil_microbe_db,NA,1,0,0,1,0,1,0,0,0,1,GTDB,2.914392605,11.23333333,NA,NA,No curated GEM at species or genus level
1263,NA,NA,NA,NA,NA,NA,NA,No curated GEM at species or genus level,Faecalibacterium sp. CAG:74,No,1262897,k__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__Faecalibacterium;s__Faecalibacterium sp. CAG:74,soil_microbe_db,1,1,1,1,1,1,1,1,1,1,1,GTDB,2.389063717,0.6,NA,NA,No curated GEM at species or genus level
1264,NA,NA,NA,NA,NA,NA,NA,No curated GEM at species or genus level,Specibacter cremeus,No,1629051,k__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Micrococcales;f__Micrococcaceae;g__Specibacter;s__Specibacter cremeus,soil_microbe_db,1,1,1,1,1,1,1,1,1,1,1,GTDB,8.336336424,41.13333333,NA,NA,No curated GEM at species or genus level
1265,NA,NA,NA,NA,NA,NA,NA,No curated GEM at species or genus level,Calothrix sp. NIES-2100,No,1954172,k__Bacteria;p__Cyanobacteriota;c__Cyanophyceae;o__Nostocales;f__Calotrichaceae;g__Calothrix;s__Calothrix sp. NIES-2100,soil_microbe_db,1,1,1,1,1,1,1,1,1,1,1,GTDB,2.586033828,26.06666667,NA,NA,No curated GEM at species or genus level
1266,salb,Bacteria,Streptomyces,albidoflavus (albus J1074),Sulheim et al. 2020,SysBio Chalmers Github,/projectnb/talbot-lab-data/metabolic_models/curated_models/salb/,Genus,Streptomyces sp. NRRL B-1140,No,1415549,k__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Kitasatosporales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces sp. NRRL B-1140,soil_microbe_db,1,1,1,1,1,1,1,1,1,1,1,GTDB,8.337882756,41.13333333,NA,salb,Genus
1267,sco,Bacteria,Streptomyces,coelicolor A3(2),NA,SysBio Chalmers Github,/projectnb/talbot-lab-data/metabolic_models/curated_models/sco/,Genus,Streptomyces sp. NRRL B-1140,No,1415549,k__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Kitasatosporales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces sp. NRRL B-1140,soil_microbe_db,1,1,1,1,1,1,1,1,1,1,1,GTDB,8.337882756,41.13333333,NA,sco,Genus
1268,iJN746,Bacteria,Pseudomonas,putida KT2440,NA,BiGG iJN746,/projectnb2/talbot-lab-data/zrwerbin/interactions/models/bigg/iJN746.xml,Genus,Pseudomonas sp. GM74,No,1144336,k__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__Pseudomonas sp. GM74,soil_microbe_db,1,1,1,1,1,1,1,1,1,1,1,GTDB,5.756299938,0.575,NA,iJN746,Genus
1269,riPB890,Bacteria,Pseudomonas,stutzeri A1501,Borer et al. 2019,IndiMeSH,/projectnb2/talbot-lab-data/zrwerbin/interactions/models/sbml/iPB890_rGEM_v3.xml,Genus,Pseudomonas sp. GM74,No,1144336,k__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__Pseudomonas sp. GM74,soil_microbe_db,1,1,1,1,1,1,1,1,1,1,1,GTDB,5.756299938,0.575,NA,riPB890,Genus
1270,riJN746,Bacteria,Pseudomonas,putida KT2440,Borer et al. 2019,IndiMeSH,/projectnb2/talbot-lab-data/zrwerbin/interactions/models/sbml/iJN746_rGEM_v3.xml,Genus,Pseudomonas sp. GM74,No,1144336,k__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__Pseudomonas sp. GM74,soil_microbe_db,1,1,1,1,1,1,1,1,1,1,1,GTDB,5.756299938,0.575,NA,riJN746,Genus
1271,1YdBTEX2,Bacteria,Pseudomonas,veronii 1YdBTEX2,Hadadi et al. 2020,"not in supp data.. This github has information on remi models and data, but can't find xml for 1YdBTEX2",NA,Genus,Pseudomonas sp. GM74,No,1144336,k__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__Pseudomonas sp. GM74,soil_microbe_db,1,1,1,1,1,1,1,1,1,1,1,GTDB,5.756299938,0.575,NA,1YdBTEX2,Genus
1272,ec_iJN1463,NA,Pseudomonas,putida KT2440,Bujdos et al. 2023,https://raw.githubusercontent.com/DalimilBujdos/GECKO/master/models/iJN1463/iJN1463.xml,/projectnb2/talbot-lab-data/metabolic_models/curated_models/iJN1463/,Genus,Pseudomonas sp. GM74,No,1144336,k__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__Pseudomonas sp. GM74,soil_microbe_db,1,1,1,1,1,1,1,1,1,1,1,GTDB,5.756299938,0.575,NA,ec_iJN1463,Genus
1273,iJN1462,NA,Pseudomonas,putida KT2440,Nogales et al. 2020,paper supplement,NA,Genus,Pseudomonas sp. GM74,No,1144336,k__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__Pseudomonas sp. GM74,soil_microbe_db,1,1,1,1,1,1,1,1,1,1,1,GTDB,5.756299938,0.575,NA,iJN1462,Genus
1274,NA,NA,NA,NA,NA,NA,NA,No curated GEM at species or genus level,Ascidiaceihabitans donghaensis,No,1510460,k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Paracoccaceae;g__Ascidiaceihabitans;s__Ascidiaceihabitans donghaensis,soil_microbe_db,1,1,1,1,1,1,1,1,1,1,1,GTDB,2.527238644,12.36666667,NA,NA,No curated GEM at species or genus level
1275,NA,NA,NA,NA,NA,NA,NA,No curated GEM at species or genus level,Nitrosopumilus cobalaminigenes,No,1470066,k__Archaea;p__Nitrososphaerota;c__Nitrososphaeria;o__Nitrosopumilales;f__Nitrosopumilaceae;g__Nitrosopumilus;s__Nitrosopumilus cobalaminigenes,soil_microbe_db,NA,1,0,0,1,1,NA,1,NA,1,1,GTDB,3.043748678,23.53333333,NA,NA,No curated GEM at species or genus level
1276,NA,NA,NA,NA,NA,NA,NA,No curated GEM at species or genus level,Bosea sp. CS1GBMeth4,No,1892849,k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Boseaceae;g__Bosea;s__Bosea sp. CS1GBMeth4,soil_microbe_db,1,1,1,1,1,1,1,1,1,1,1,GTDB,4.798404165,31.06666667,NA,NA,No curated GEM at species or genus level
1277,NA,NA,NA,NA,NA,NA,NA,No curated GEM at species or genus level,Caulobacter sp. Root655,No,1736578,k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Caulobacter;s__Caulobacter sp. Root655,soil_microbe_db,1,1,1,1,1,1,1,1,1,1,1,GTDB,3.105685174,0.5,NA,NA,No curated GEM at species or genus level
1278,iJN746,Bacteria,Pseudomonas,putida KT2440,NA,BiGG iJN746,/projectnb2/talbot-lab-data/zrwerbin/interactions/models/bigg/iJN746.xml,Genus,Pseudomonas sp. ANT_J28,No,2597352,k__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__Pseudomonas sp. ANT_J28,soil_microbe_db,1,1,1,1,1,1,1,1,1,1,1,JGI GOLD,2.732302788,2.1,NA,iJN746,Genus
1279,riPB890,Bacteria,Pseudomonas,stutzeri A1501,Borer et al. 2019,IndiMeSH,/projectnb2/talbot-lab-data/zrwerbin/interactions/models/sbml/iPB890_rGEM_v3.xml,Genus,Pseudomonas sp. ANT_J28,No,2597352,k__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__Pseudomonas sp. ANT_J28,soil_microbe_db,1,1,1,1,1,1,1,1,1,1,1,JGI GOLD,2.732302788,2.1,NA,riPB890,Genus
1280,riJN746,Bacteria,Pseudomonas,putida KT2440,Borer et al. 2019,IndiMeSH,/projectnb2/talbot-lab-data/zrwerbin/interactions/models/sbml/iJN746_rGEM_v3.xml,Genus,Pseudomonas sp. ANT_J28,No,2597352,k__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__Pseudomonas sp. ANT_J28,soil_microbe_db,1,1,1,1,1,1,1,1,1,1,1,JGI GOLD,2.732302788,2.1,NA,riJN746,Genus
1281,1YdBTEX2,Bacteria,Pseudomonas,veronii 1YdBTEX2,Hadadi et al. 2020,"not in supp data.. This github has information on remi models and data, but can't find xml for 1YdBTEX2",NA,Genus,Pseudomonas sp. ANT_J28,No,2597352,k__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__Pseudomonas sp. ANT_J28,soil_microbe_db,1,1,1,1,1,1,1,1,1,1,1,JGI GOLD,2.732302788,2.1,NA,1YdBTEX2,Genus
1282,ec_iJN1463,NA,Pseudomonas,putida KT2440,Bujdos et al. 2023,https://raw.githubusercontent.com/DalimilBujdos/GECKO/master/models/iJN1463/iJN1463.xml,/projectnb2/talbot-lab-data/metabolic_models/curated_models/iJN1463/,Genus,Pseudomonas sp. ANT_J28,No,2597352,k__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__Pseudomonas sp. ANT_J28,soil_microbe_db,1,1,1,1,1,1,1,1,1,1,1,JGI GOLD,2.732302788,2.1,NA,ec_iJN1463,Genus
1283,iJN1462,NA,Pseudomonas,putida KT2440,Nogales et al. 2020,paper supplement,NA,Genus,Pseudomonas sp. ANT_J28,No,2597352,k__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__Pseudomonas sp. ANT_J28,soil_microbe_db,1,1,1,1,1,1,1,1,1,1,1,JGI GOLD,2.732302788,2.1,NA,iJN1462,Genus
1284,NA,NA,NA,NA,NA,NA,NA,No curated GEM at species or genus level,Moorena sp. SIO3H5,No,2607834,k__Bacteria;p__Cyanobacteriota;c__Cyanophyceae;o__Oscillatoriales;f__Oscillatoriaceae;g__Moorena;s__Moorena sp. SIO3H5,soil_microbe_db,1,1,1,1,1,1,1,1,1,1,1,GTDB,2.389063717,1.75,NA,NA,No curated GEM at species or genus level
